"","Year","Partner.ISO","Reporter.ISO","Reporter.x","Partner.x","Import","Reporter.y","Partner.y","Export","DIF"
"505",2016,"IND","PHL","Philippines","India",1523.235168,"India","Philippines",1474.264337,0.032149225561998
"506",2016,"IND","RUS","Russian Federation","India",2531.962397,"India","Russian Federation",1813.884254,0.283605374175705
"507",2016,"IND","SGP","Singapore","India",5899.769931,"India","Singapore",7354.855146,-0.246634230150966
"508",2016,"IND","THA","Thailand","India",2572.72526,"India","Thailand",2962.383766,-0.151457488313385
"509",2016,"IND","USA","USA","India",47731.926317,"India","USA",41992.468436,0.120243583778345
"510",2016,"IND","VNM","Viet Nam","India",2745.534609,"India","Viet Nam",5957.676883,-1.16995147810938
"511",2016,"JPN","AUS","Australia","Japan",14593.655135,"Japan","Australia",14104.469909,0.0335204046878419
"512",2016,"JPN","BRN","Brunei Darussalam","Japan",114.821337,"Japan","Brunei Darussalam",83.518542,0.272621760187307
"513",2016,"JPN","CAN","Canada","Japan",11919.697539,"Japan","Canada",8162.345902,0.315222062028532
"514",2016,"JPN","CHN","China","Japan",145670.688473,"Japan","China",113830.233712,0.218578322755038
"515",2016,"JPN","HKG","China, Hong Kong SAR","Japan",33514.512805,"Japan","China, Hong Kong SAR",33624.337741,-0.0032769366703615
"516",2016,"JPN","IDN","Indonesia","Japan",12984.774124,"Japan","Indonesia",11327.517557,0.127630758238363
"517",2016,"JPN","IND","India","Japan",9808.530779,"Japan","India",8188.759238,0.165139058794404
"518",2016,"JPN","KHM","Cambodia","Japan",528.269419,"Japan","Cambodia",306.712247,0.419401850706031
"519",2016,"JPN","KOR","Rep. of Korea","Japan",47466.276076,"Japan","Rep. of Korea",46235.237668,0.0259350113337086
"520",2016,"JPN","LAO","Lao People's Dem. Rep.","Japan",88.870306,"Japan","Lao People's Dem. Rep.",116.185056,-0.307355192408137
"521",2016,"JPN","MMR","Myanmar","Japan",1254.703673,"Japan","Myanmar",1035.630065,0.174601870317471
"522",2016,"JPN","MYS","Malaysia","Japan",13733.979367,"Japan","Malaysia",12139.372847,0.11610666343591
"523",2016,"JPN","NZL","New Zealand","Japan",2556.766229,"Japan","New Zealand",2188.685326,0.143963456191286
"524",2016,"JPN","PHL","Philippines","Japan",10196.483013,"Japan","Philippines",10345.335886,-0.014598452506636
"525",2016,"JPN","RUS","Russian Federation","Japan",7634.698149,"Japan","Russian Federation",5100.323266,0.33195482434783
"526",2016,"JPN","SGP","Singapore","Japan",21291.305019,"Japan","Singapore",19841.986378,0.0680709162593204
"527",2016,"JPN","THA","Thailand","Japan",30672.854521,"Japan","Thailand",27398.049558,0.106765575429503
"528",2016,"JPN","USA","USA","Japan",135071.040323,"Japan","USA",130585.86647,0.0332060361886193
"529",2016,"JPN","VNM","Viet Nam","Japan",15098.322647,"Japan","Viet Nam",12990.345953,0.139616614592539
"530",2016,"KHM","AUS","Australia","Cambodia",158.733876,"Cambodia","Australia",105.460157,0.335616569962671
"531",2016,"KHM","BRN","Brunei Darussalam","Cambodia",12.771689,"Cambodia","Brunei Darussalam",9.646153,0.244723779290272
"532",2016,"KHM","CAN","Canada","Cambodia",896.748184,"Cambodia","Canada",654.750048,0.2698618634727
"533",2016,"KHM","CHN","China","Cambodia",830.51347,"Cambodia","China",609.277156,0.266384979884793
"534",2016,"KHM","HKG","China, Hong Kong SAR","Cambodia",267.376409,"Cambodia","China, Hong Kong SAR",213.857348,0.20016373621055
"535",2016,"KHM","IDN","Indonesia","Cambodia",25.317829,"Cambodia","Indonesia",18.169137,0.28235801734817
"536",2016,"KHM","IND","India","Cambodia",43.212592,"Cambodia","India",22.566681,0.477775343816451
"537",2016,"KHM","JPN","Japan","Cambodia",1204.230888,"Cambodia","Japan",827.187921,0.313098568353613
"538",2016,"KHM","KOR","Rep. of Korea","Cambodia",239.77301,"Cambodia","Rep. of Korea",163.987688,0.316071112424205
"539",2016,"KHM","LAO","Lao People's Dem. Rep.","Cambodia",0.918803,"Cambodia","Lao People's Dem. Rep.",5.701442,-5.20529319124992
"540",2016,"KHM","MMR","Myanmar","Cambodia",0.525701,"Cambodia","Myanmar",1.117671,-1.12605834875718
"541",2016,"KHM","MYS","Malaysia","Cambodia",140.743623,"Cambodia","Malaysia",100.367872,0.286874461090148
"542",2016,"KHM","NZL","New Zealand","Cambodia",16.721095,"Cambodia","New Zealand",8.043103,0.518984671757442
"543",2016,"KHM","PHL","Philippines","Cambodia",21.982313,"Cambodia","Philippines",21.866796,0.00525499750640438
"544",2016,"KHM","RUS","Russian Federation","Cambodia",143.285318,"Cambodia","Russian Federation",46.722176,0.673922097168392
"545",2016,"KHM","SGP","Singapore","Cambodia",1332.352979,"Cambodia","Singapore",62.52205,0.953073959389556
"546",2016,"KHM","THA","Thailand","Cambodia",937.63112,"Cambodia","Thailand",419.153349,0.552965617224821
"547",2016,"KHM","USA","USA","Cambodia",2916.161857,"Cambodia","USA",2147.050442,0.263740989943275
"548",2016,"KHM","VNM","Viet Nam","Cambodia",728.828029,"Cambodia","Viet Nam",229.05927,0.685715613442743
"549",2016,"KOR","AUS","Australia","Rep. of Korea",8099.729825,"Rep. of Korea","Australia",7500.619024,0.0739667635765864
"550",2016,"KOR","BRN","Brunei Darussalam","Rep. of Korea",96.548104,"Rep. of Korea","Brunei Darussalam",66.65605,0.309607882097819
"551",2016,"KOR","CAN","Canada","Rep. of Korea",8000.212156,"Rep. of Korea","Canada",4884.917212,0.389401541265826
"552",2016,"KOR","CHN","China","Rep. of Korea",158974.531293,"Rep. of Korea","China",124432.940703,0.217277511743926
"553",2016,"KOR","HKG","China, Hong Kong SAR","Rep. of Korea",25743.598515,"Rep. of Korea","China, Hong Kong SAR",32778.597167,-0.273271766878314
"554",2016,"KOR","IDN","Indonesia","Rep. of Korea",6674.577343,"Rep. of Korea","Indonesia",6608.530303,0.00989531420581523
"555",2016,"KOR","IND","India","Rep. of Korea",12214.04578,"Rep. of Korea","India",11596.031874,0.0505986236773382
"556",2016,"KOR","JPN","Japan","Rep. of Korea",25019.531161,"Rep. of Korea","Japan",24354.463716,0.0265819307612245
"557",2016,"KOR","KHM","Cambodia","Rep. of Korea",438.693953,"Rep. of Korea","Cambodia",572.856405,-0.305822432888652
"558",2016,"KOR","LAO","Lao People's Dem. Rep.","Rep. of Korea",80.352741,"Rep. of Korea","Lao People's Dem. Rep.",126.414135,-0.573239859981877
"559",2016,"KOR","MMR","Myanmar","Rep. of Korea",473.802969,"Rep. of Korea","Myanmar",760.717007,-0.605555593299796
"560",2016,"KOR","MYS","Malaysia","Rep. of Korea",8838.128061,"Rep. of Korea","Malaysia",7533.346991,0.147630930553904
"561",2016,"KOR","NZL","New Zealand","Rep. of Korea",1532.615089,"Rep. of Korea","New Zealand",1305.114534,0.148439459217669
"562",2016,"KOR","PHL","Philippines","Rep. of Korea",5622.545456,"Rep. of Korea","Philippines",7278.41964,-0.294506144407061
"563",2016,"KOR","RUS","Russian Federation","Rep. of Korea",6219.330071,"Rep. of Korea","Russian Federation",4768.750644,0.233237247491314
"564",2016,"KOR","SGP","Singapore","Rep. of Korea",17016.596355,"Rep. of Korea","Singapore",12458.894152,0.267838650451435
"565",2016,"KOR","THA","Thailand","Rep. of Korea",7282.784671,"Rep. of Korea","Thailand",6481.530807,0.110020260133543
"566",2016,"KOR","USA","USA","Rep. of Korea",71887.628102,"Rep. of Korea","USA",66748.306308,0.0714910469254587
"567",2016,"KOR","VNM","Viet Nam","Rep. of Korea",32193.121477,"Rep. of Korea","Viet Nam",32630.457303,-0.013584759909425
"568",2016,"LAO","AUS","Australia","Lao People's Dem. Rep.",8.462807,"Lao People's Dem. Rep.","Australia",0.391805,0.953702713532283
"569",2016,"LAO","CAN","Canada","Lao People's Dem. Rep.",19.354337,"Lao People's Dem. Rep.","Canada",10.419157,0.461662933739347
"570",2016,"LAO","CHN","China","Lao People's Dem. Rep.",1359.607754,"Lao People's Dem. Rep.","China",1128.300377,0.170128021349899
"571",2016,"LAO","HKG","China, Hong Kong SAR","Lao People's Dem. Rep.",4.977204,"Lao People's Dem. Rep.","China, Hong Kong SAR",7.524744,-0.511841588168779
"572",2016,"LAO","IDN","Indonesia","Lao People's Dem. Rep.",4.197059,"Lao People's Dem. Rep.","Indonesia",3.564214,0.150782964928537
"573",2016,"LAO","IND","India","Lao People's Dem. Rep.",172.412362,"Lao People's Dem. Rep.","India",87.453594,0.492764944546146
"574",2016,"LAO","JPN","Japan","Lao People's Dem. Rep.",115.258052,"Lao People's Dem. Rep.","Japan",57.950231,0.497213166503977
"575",2016,"LAO","KHM","Cambodia","Lao People's Dem. Rep.",21.479212,"Lao People's Dem. Rep.","Cambodia",11.943185,0.443965402455174
"576",2016,"LAO","KOR","Rep. of Korea","Lao People's Dem. Rep.",22.741502,"Lao People's Dem. Rep.","Rep. of Korea",2.104025,0.907480825145146
"577",2016,"LAO","MMR","Myanmar","Lao People's Dem. Rep.",0.229025,"Lao People's Dem. Rep.","Myanmar",0.023148,0.898928064621766
"578",2016,"LAO","MYS","Malaysia","Lao People's Dem. Rep.",12.361081,"Lao People's Dem. Rep.","Malaysia",2.871954,0.767661582348663
"579",2016,"LAO","NZL","New Zealand","Lao People's Dem. Rep.",6.308416,"Lao People's Dem. Rep.","New Zealand",0.638307,0.898816596749485
"580",2016,"LAO","PHL","Philippines","Lao People's Dem. Rep.",2.665188,"Lao People's Dem. Rep.","Philippines",1.030566,0.613323337790805
"581",2016,"LAO","RUS","Russian Federation","Lao People's Dem. Rep.",27.86089,"Lao People's Dem. Rep.","Russian Federation",0.129988,0.995334391686698
"582",2016,"LAO","SGP","Singapore","Lao People's Dem. Rep.",5.344806,"Lao People's Dem. Rep.","Singapore",15.81466,-1.95888382104046
"583",2016,"LAO","THA","Thailand","Lao People's Dem. Rep.",1877.074867,"Lao People's Dem. Rep.","Thailand",977.424983,0.479282899055512
"584",2016,"LAO","USA","USA","Lao People's Dem. Rep.",57.483287,"Lao People's Dem. Rep.","USA",19.164659,0.666604677634388
"585",2016,"LAO","VNM","Viet Nam","Lao People's Dem. Rep.",347.112506,"Lao People's Dem. Rep.","Viet Nam",538.066483,-0.550121282579199
"586",2016,"MMR","AUS","Australia","Myanmar",24.281722,"Myanmar","Australia",19.485419,0.197527300576129
"587",2016,"MMR","BRN","Brunei Darussalam","Myanmar",0.303418,"Myanmar","Brunei Darussalam",0.617768,-1.03602950385277
"588",2016,"MMR","CAN","Canada","Myanmar",62.102049,"Myanmar","Canada",32.475093,0.477068896712249
"589",2016,"MMR","CHN","China","Myanmar",4097.708683,"Myanmar","China",4766.680647,-0.163255130062158
"590",2016,"MMR","HKG","China, Hong Kong SAR","Myanmar",77.084846,"Myanmar","China, Hong Kong SAR",192.61126,-1.49869163648585
"591",2016,"MMR","IDN","Indonesia","Myanmar",113.33964,"Myanmar","Indonesia",116.815195,-0.0306649553501317
"592",2016,"MMR","IND","India","Myanmar",1084.934273,"Myanmar","India",1038.113879,0.0431550511078749
"593",2016,"MMR","JPN","Japan","Myanmar",934.851666,"Myanmar","Japan",663.433716,0.290332637648634
"594",2016,"MMR","KHM","Cambodia","Myanmar",4.11963,"Myanmar","Cambodia",2.549079,0.381235936236992
"595",2016,"MMR","KOR","Rep. of Korea","Myanmar",458.666391,"Myanmar","Rep. of Korea",334.81593,0.270022969701305
"596",2016,"MMR","LAO","Lao People's Dem. Rep.","Myanmar",0.00673,"Myanmar","Lao People's Dem. Rep.",0.041479,-5.16329866270431
"597",2016,"MMR","MYS","Malaysia","Myanmar",198.63026,"Myanmar","Malaysia",144.359278,0.27322615396063
"598",2016,"MMR","NZL","New Zealand","Myanmar",2.493885,"Myanmar","New Zealand",1.002145,0.598159097151633
"599",2016,"MMR","PHL","Philippines","Myanmar",19.29251,"Myanmar","Philippines",39.257498,-1.03485694707428
"600",2016,"MMR","RUS","Russian Federation","Myanmar",20.018434,"Myanmar","Russian Federation",5.979307,0.701309952616673
"601",2016,"MMR","SGP","Singapore","Myanmar",126.314154,"Myanmar","Singapore",890.75956,-6.05193782163161
"602",2016,"MMR","THA","Thailand","Myanmar",2354.46478,"Myanmar","Thailand",2241.496686,0.0479803711482997
"603",2016,"MMR","USA","USA","Myanmar",253.288451,"Myanmar","USA",150.303216,0.406592699325245
"604",2016,"MMR","VNM","Viet Nam","Myanmar",88.827489,"Myanmar","Viet Nam",75.477441,0.150291853910224
"605",2016,"MYS","AUS","Australia","Malaysia",6912.293944,"Malaysia","Australia",6445.327279,0.0675559617086793
"606",2016,"MYS","BRN","Brunei Darussalam","Malaysia",564.1764,"Malaysia","Brunei Darussalam",512.029444,0.0924302328137085
"607",2016,"MYS","CAN","Canada","Malaysia",1955.799905,"Malaysia","Canada",704.494446,0.639792166775875
"608",2016,"MYS","CHN","China","Malaysia",49269.636528,"Malaysia","China",23753.270471,0.517892313707227
"609",2016,"MYS","HKG","China, Hong Kong SAR","Malaysia",11684.64678,"Malaysia","China, Hong Kong SAR",9071.549843,0.223635081675956
"610",2016,"MYS","IDN","Indonesia","Malaysia",7200.943798,"Malaysia","Indonesia",6665.869404,0.0743061477786582
"611",2016,"MYS","IND","India","Malaysia",8653.350684,"Malaysia","India",7713.5609,0.108604148649339
"612",2016,"MYS","JPN","Japan","Malaysia",17334.41172,"Malaysia","Japan",15250.309112,0.120229208909087
"613",2016,"MYS","KHM","Cambodia","Malaysia",247.130434,"Malaysia","Cambodia",284.981856,-0.153163741864347
"614",2016,"MYS","KOR","Rep. of Korea","Malaysia",7507.772875,"Malaysia","Rep. of Korea",5491.727107,0.268527804658715
"615",2016,"MYS","LAO","Lao People's Dem. Rep.","Malaysia",15.889038,"Malaysia","Lao People's Dem. Rep.",18.549823,-0.167460421455346
"616",2016,"MYS","MMR","Myanmar","Malaysia",690.674521,"Malaysia","Myanmar",945.885285,-0.369509452340142
"617",2016,"MYS","NZL","New Zealand","Malaysia",936.753722,"Malaysia","New Zealand",731.766972,0.218826725942809
"618",2016,"MYS","PHL","Philippines","Malaysia",3417.289862,"Malaysia","Philippines",3288.388948,0.0377202166644886
"619",2016,"MYS","RUS","Russian Federation","Malaysia",1307.320662,"Malaysia","Russian Federation",529.935793,0.594639778591673
"620",2016,"MYS","SGP","Singapore","Malaysia",32235.199873,"Malaysia","Singapore",27581.069045,0.144380393059026
"621",2016,"MYS","THA","Thailand","Malaysia",10791.19462,"Malaysia","Thailand",10628.237217,0.0151009604347216
"622",2016,"MYS","USA","USA","Malaysia",37309.226826,"Malaysia","USA",19353.878556,0.48125758150226
"623",2016,"MYS","VNM","Viet Nam","Malaysia",5174.313152,"Malaysia","Viet Nam",5730.266198,-0.10744480082059
"624",2016,"NZL","AUS","Australia","New Zealand",5626.678111,"New Zealand","Australia",5757.640557,-0.023275268891599
"625",2016,"NZL","BRN","Brunei Darussalam","New Zealand",4.312513,"New Zealand","Brunei Darussalam",3.500781,0.18822714273557
"626",2016,"NZL","CAN","Canada","New Zealand",500.146165,"New Zealand","Canada",415.269874,0.169702972729982
"627",2016,"NZL","CHN","China","New Zealand",7140.628702,"New Zealand","China",6563.399643,0.0808372880161554
"628",2016,"NZL","HKG","China, Hong Kong SAR","New Zealand",481.027764,"New Zealand","China, Hong Kong SAR",553.387988,-0.150428373194691
"629",2016,"NZL","IDN","Indonesia","New Zealand",660.904202,"New Zealand","Indonesia",604.245671,0.0857288103609304
"630",2016,"NZL","IND","India","New Zealand",508.743958,"New Zealand","India",444.317425,0.1266384238808
"631",2016,"NZL","JPN","Japan","New Zealand",2340.521816,"New Zealand","Japan",2070.151658,0.115517042461099
"632",2016,"NZL","KHM","Cambodia","New Zealand",2.837474,"New Zealand","Cambodia",5.737368,-1.02199843945707
"633",2016,"NZL","KOR","Rep. of Korea","New Zealand",1098.104001,"New Zealand","Rep. of Korea",1039.215729,0.053627226516225
"634",2016,"NZL","LAO","Lao People's Dem. Rep.","New Zealand",0.107171,"New Zealand","Lao People's Dem. Rep.",0.677309,-5.31989064205802
"635",2016,"NZL","MMR","Myanmar","New Zealand",18.279881,"New Zealand","Myanmar",27.99179,-0.531289508941552
"636",2016,"NZL","MYS","Malaysia","New Zealand",690.31245,"New Zealand","Malaysia",554.335751,0.196978482714603
"637",2016,"NZL","PHL","Philippines","New Zealand",437.797358,"New Zealand","Philippines",440.892657,-0.00707016372629643
"638",2016,"NZL","RUS","Russian Federation","New Zealand",152.531825,"New Zealand","Russian Federation",153.403052,-0.00571177195316456
"639",2016,"NZL","SGP","Singapore","New Zealand",596.966111,"New Zealand","Singapore",783.158539,-0.31189781893666
"640",2016,"NZL","THA","Thailand","New Zealand",587.575081,"New Zealand","Thailand",574.308836,0.0225779571479137
"641",2016,"NZL","USA","USA","New Zealand",4215.797241,"New Zealand","USA",3685.679873,0.12574546110625
"642",2016,"NZL","VNM","Viet Nam","New Zealand",356.851767,"New Zealand","Viet Nam",358.814763,-0.00550087229916962
"643",2016,"PHL","AUS","Australia","Philippines",578.916656,"Philippines","Australia",486.05141,0.160412116385886
"644",2016,"PHL","BRN","Brunei Darussalam","Philippines",7.892398,"Philippines","Brunei Darussalam",8.248054,-0.0450631100965764
"645",2016,"PHL","CAN","Canada","Philippines",1022.620074,"Philippines","Canada",523.91632,0.487672564503169
"646",2016,"PHL","CHN","China","Philippines",17395.891173,"Philippines","China",6192.432904,0.644028992684708
"647",2016,"PHL","HKG","China, Hong Kong SAR","Philippines",8713.30437,"Philippines","China, Hong Kong SAR",6582.766881,0.244515444259639
"648",2016,"PHL","IDN","Indonesia","Philippines",821.806229,"Philippines","Indonesia",592.204268,0.279386980650399
"649",2016,"PHL","IND","India","Philippines",475.843978,"Philippines","India",315.12708,0.337751249213035
"650",2016,"PHL","JPN","Japan","Philippines",9026.12518,"Philippines","Japan",11674.107668,-0.29336868647328
"651",2016,"PHL","KHM","Cambodia","Philippines",16.069944,"Philippines","Cambodia",16.104842,-0.00217163171197123
"652",2016,"PHL","KOR","Rep. of Korea","Philippines",3228.541594,"Philippines","Rep. of Korea",2095.041078,0.351087474947365
"653",2016,"PHL","LAO","Lao People's Dem. Rep.","Philippines",0.510938,"Philippines","Lao People's Dem. Rep.",0.684933,-0.340540339532389
"654",2016,"PHL","MMR","Myanmar","Philippines",14.504087,"Philippines","Myanmar",16.796821,-0.158075030851649
"655",2016,"PHL","MYS","Malaysia","Philippines",1589.887891,"Philippines","Malaysia",1189.457375,0.251860850231483
"656",2016,"PHL","NZL","New Zealand","Philippines",84.787278,"Philippines","New Zealand",49.720709,0.413582908039576
"657",2016,"PHL","RUS","Russian Federation","Philippines",387.623013,"Philippines","Russian Federation",48.934714,0.873756943321629
"658",2016,"PHL","SGP","Singapore","Philippines",4693.226652,"Philippines","Singapore",3700.590526,0.211503982143499
"659",2016,"PHL","THA","Thailand","Philippines",2711.805753,"Philippines","Thailand",2130.029017,0.214534811483601
"660",2016,"PHL","USA","USA","Philippines",10373.585588,"Philippines","USA",8670.654131,0.164160351553847
"661",2016,"PHL","VNM","Viet Nam","Philippines",1060.165372,"Philippines","Viet Nam",746.51679,0.295848732927678
"662",2016,"RUS","AUS","Australia","Russian Federation",162.807004,"Russian Federation","Australia",65.999537,0.594614879099427
"663",2016,"RUS","BRN","Brunei Darussalam","Russian Federation",0.084588,"Russian Federation","Brunei Darussalam",0.074714,0.116730505509056
"664",2016,"RUS","CAN","Canada","Russian Federation",703.137454,"Russian Federation","Canada",423.475172,0.39773486735639
"665",2016,"RUS","CHN","China","Russian Federation",32260.147552,"Russian Federation","China",29953.376571,0.0715052830208456
"666",2016,"RUS","HKG","China, Hong Kong SAR","Russian Federation",692.492541,"Russian Federation","China, Hong Kong SAR",708.516383,-0.0231393712585852
"667",2016,"RUS","IDN","Indonesia","Russian Federation",850.613451,"Russian Federation","Indonesia",525.490742,0.382221452785373
"668",2016,"RUS","IND","India","Russian Federation",4782.004793,"Russian Federation","India",5823.065627,-0.217703845785334
"669",2016,"RUS","JPN","Japan","Russian Federation",11273.172462,"Russian Federation","Japan",9845.579627,0.126636298682752
"670",2016,"RUS","KHM","Cambodia","Russian Federation",8.468796,"Russian Federation","Cambodia",7.865665,0.0712180338267682
"671",2016,"RUS","KOR","Rep. of Korea","Russian Federation",8640.611776,"Russian Federation","Rep. of Korea",10878.065453,-0.258946210639241
"672",2016,"RUS","LAO","Lao People's Dem. Rep.","Russian Federation",3.816044,"Russian Federation","Lao People's Dem. Rep.",13.901634,-2.64294384446301
"673",2016,"RUS","MMR","Myanmar","Russian Federation",25.987942,"Russian Federation","Myanmar",287.343085,-10.056784912018
"674",2016,"RUS","MYS","Malaysia","Russian Federation",969.273913,"Russian Federation","Malaysia",1076.522343,-0.110648216733756
"675",2016,"RUS","NZL","New Zealand","Russian Federation",99.699554,"Russian Federation","New Zealand",77.758406,0.220072679562839
"676",2016,"RUS","PHL","Philippines","Russian Federation",191.321771,"Russian Federation","Philippines",147.201484,0.230607770194642
"677",2016,"RUS","SGP","Singapore","Russian Federation",2613.897879,"Russian Federation","Singapore",2558.77333,0.0210890216648743
"678",2016,"RUS","THA","Thailand","Russian Federation",1364.085539,"Russian Federation","Thailand",617.179233,0.54755093038194
"679",2016,"RUS","USA","USA","Russian Federation",15292.228487,"Russian Federation","USA",10097.661127,0.339686747710834
"680",2016,"RUS","VNM","Viet Nam","Russian Federation",1136.832982,"Russian Federation","Viet Nam",1492.05142,-0.312463170601432
"681",2016,"SGP","AUS","Australia","Singapore",5219.371655,"Singapore","Australia",9370.331469,-0.795298761685903
"682",2016,"SGP","BRN","Brunei Darussalam","Singapore",512.993721,"Singapore","Brunei Darussalam",767.153621,-0.495444465683821
"683",2016,"SGP","CAN","Canada","Singapore",742.709861,"Singapore","Canada",743.529615,-0.00110373383072665
"684",2016,"SGP","CHN","China","Singapore",26014.24891,"Singapore","China",44351.818279,-0.704904817065503
"685",2016,"SGP","HKG","China, Hong Kong SAR","Singapore",35457.863157,"Singapore","China, Hong Kong SAR",43261.080441,-0.22007015057419
"686",2016,"SGP","IDN","Indonesia","Singapore",14548.298535,"Singapore","Indonesia",26589.985806,-0.827704163619571
"687",2016,"SGP","IND","India","Singapore",6719.479245,"Singapore","India",10036.103247,-0.493583487807915
"688",2016,"SGP","JPN","Japan","Singapore",7465.102895,"Singapore","Japan",14562.06751,-0.950685437939968
"689",2016,"SGP","KHM","Cambodia","Singapore",564.698654,"Singapore","Cambodia",2490.750338,-3.41076018219091
"690",2016,"SGP","KOR","Rep. of Korea","Singapore",6806.328623,"Singapore","Rep. of Korea",14520.548687,-1.13338930446762
"691",2016,"SGP","LAO","Lao People's Dem. Rep.","Singapore",25.034886,"Singapore","Lao People's Dem. Rep.",46.617774,-0.862112493741733
"692",2016,"SGP","MMR","Myanmar","Singapore",2268.281462,"Singapore","Myanmar",2278.031106,-0.00429825141338654
"693",2016,"SGP","MYS","Malaysia","Singapore",17453.435331,"Singapore","Malaysia",35634.04383,-1.04166361259026
"694",2016,"SGP","NZL","New Zealand","Singapore",998.801206,"Singapore","New Zealand",1454.94713,-0.45669340531413
"695",2016,"SGP","PHL","Philippines","Singapore",5596.519301,"Singapore","Philippines",6508.205678,-0.162902391284007
"696",2016,"SGP","RUS","Russian Federation","Singapore",555.597551,"Singapore","Russian Federation",687.087591,-0.236664182128477
"697",2016,"SGP","THA","Thailand","Singapore",6510.857132,"Singapore","Thailand",13765.782331,-1.11428112334749
"698",2016,"SGP","USA","USA","Singapore",18061.581094,"Singapore","USA",22754.002941,-0.259801277782863
"699",2016,"SGP","VNM","Viet Nam","Singapore",4768.529248,"Singapore","Viet Nam",11353.589328,-1.38094153092631
"700",2016,"THA","AUS","Australia","Thailand",10872.745342,"Thailand","Australia",10309.394244,0.0518131419691997
"701",2016,"THA","BRN","Brunei Darussalam","Thailand",103.097248,"Thailand","Brunei Darussalam",79.836661,0.225617923380457
"702",2016,"THA","CAN","Canada","Thailand",2376.916329,"Thailand","Canada",1342.26321,0.435292191978542
"703",2016,"THA","CHN","China","Thailand",38532.342814,"Thailand","China",23799.611178,0.382347154625831
"704",2016,"THA","HKG","China, Hong Kong SAR","Thailand",11040.778052,"Thailand","China, Hong Kong SAR",11471.603809,-0.0390213221360752
"705",2016,"THA","IDN","Indonesia","Thailand",8666.933266,"Thailand","Indonesia",8176.630658,0.056571637619899
"706",2016,"THA","IND","India","Thailand",5316.377865,"Thailand","India",5155.150422,0.0303265582496365
"707",2016,"THA","JPN","Japan","Thailand",20139.207493,"Thailand","Japan",20481.063239,-0.0169746374637046
"708",2016,"THA","KHM","Cambodia","Thailand",1910.042317,"Thailand","Cambodia",4671.850209,-1.4459406827896
"709",2016,"THA","KOR","Rep. of Korea","Thailand",4562.807725,"Thailand","Rep. of Korea",4074.026923,0.107122813727594
"710",2016,"THA","LAO","Lao People's Dem. Rep.","Thailand",2541.468214,"Thailand","Lao People's Dem. Rep.",3994.767672,-0.571834599384055
"711",2016,"THA","MMR","Myanmar","Thailand",1985.907941,"Thailand","Myanmar",4178.17736,-1.10391291244653
"712",2016,"THA","MYS","Malaysia","Thailand",10208.534484,"Thailand","Malaysia",9627.28136,0.0569379595975315
"713",2016,"THA","NZL","New Zealand","Thailand",1623.141297,"Thailand","New Zealand",1434.820449,0.116022461105553
"714",2016,"THA","PHL","Philippines","Thailand",6725.804497,"Thailand","Philippines",6396.339906,0.0489851572621469
"715",2016,"THA","RUS","Russian Federation","Thailand",1229.310438,"Thailand","Russian Federation",577.767127,0.530007141288098
"716",2016,"THA","SGP","Singapore","Thailand",7210.451614,"Thailand","Singapore",8226.463326,-0.140908193604307
"717",2016,"THA","USA","USA","Thailand",30464.026299,"Thailand","USA",24561.053357,0.193768639905414
"718",2016,"THA","VNM","Viet Nam","Thailand",8855.140203,"Thailand","Viet Nam",9427.230121,-0.0646054048705162
"719",2016,"USA","AUS","Australia","USA",21703.311764,"USA","Australia",22132.93115,-0.0197951073399142
"720",2016,"USA","BRN","Brunei Darussalam","USA",309.73801,"USA","Brunei Darussalam",614.348703,-0.983446277710637
"721",2016,"USA","CAN","Canada","USA",209921.524454,"USA","Canada",266701.920355,-0.270483915590287
"722",2016,"USA","CHN","China","USA",135120.133073,"USA","China",115594.770317,0.144503726513141
"723",2016,"USA","HKG","China, Hong Kong SAR","USA",28235.288655,"USA","China, Hong Kong SAR",34872.648124,-0.235073193339734
"724",2016,"USA","IDN","Indonesia","USA",7319.183742,"USA","Indonesia",6024.280581,0.176919067295633
"725",2016,"USA","IND","India","USA",20395.235271,"USA","India",21647.174403,-0.0613839024343167
"726",2016,"USA","JPN","Japan","USA",69221.593,"USA","Japan",63245.045907,0.0863393463510728
"727",2016,"USA","KHM","Cambodia","USA",173.5453,"USA","Cambodia",360.731305,-1.07860025595623
"728",2016,"USA","KOR","Rep. of Korea","USA",43397.73741,"USA","Rep. of Korea",42260.903972,0.0261956845182911
"729",2016,"USA","LAO","Lao People's Dem. Rep.","USA",19.756985,"USA","Lao People's Dem. Rep.",30.878093,-0.562894996377231
"730",2016,"USA","MMR","Myanmar","USA",216.450135,"USA","Myanmar",195.649901,0.0960971172413452
"731",2016,"USA","MYS","Malaysia","USA",13418.638061,"USA","Malaysia",11774.071659,0.122558369524831
"732",2016,"USA","NZL","New Zealand","USA",4081.072851,"USA","New Zealand",3567.08202,0.12594502714502
"733",2016,"USA","PHL","Philippines","USA",7680.898543,"USA","Philippines",8193.675662,-0.0667600432591731
"734",2016,"USA","RUS","Russian Federation","USA",12134.644371,"USA","Russian Federation",5831.102663,0.519466538555059
"735",2016,"USA","SGP","Singapore","USA",30999.017266,"USA","Singapore",26782.281691,0.136028040463881
"736",2016,"USA","THA","Thailand","USA",12126.651376,"USA","Thailand",10500.771977,0.134074885851654
