"","Year","Partner.ISO","Reporter.ISO","Reporter.x","Partner.x","Import","Reporter.y","Partner.y","Export","DIF","Disc"
"18",2005,"CHN","HKG","China, Hong Kong SAR","China",134965.924696,"China","China, Hong Kong SAR",124473.251847,0.0777431257010531,10492.672849
"19",2005,"CHN","IDN","Indonesia","China",5842.862513,"China","Indonesia",8350.368154,-0.429157050233675,2507.505641
"20",2005,"CHN","IND","India","China",10167.061141,"China","India",8934.277108,0.121252741171059,1232.784033
"21",2005,"CHN","JPN","Japan","China",108477.568677,"China","Japan",83986.277412,0.225772863124584,24491.291265
"22",2005,"CHN","KAZ","Kazakhstan","China",1251.837761,"China","Kazakhstan",3896.75248,-2.11282548058558,2644.914719
"23",2005,"CHN","KHM","Cambodia","China",424.151599,"China","Cambodia",536.031332,-0.263772984149472,111.879733
"24",2005,"CHN","KOR","Rep. of Korea","China",38648.083132,"China","Rep. of Korea",35107.775981,0.0916036932260861,3540.307151
"25",2005,"CHN","MYS","Malaysia","China",13173.660238,"China","Malaysia",10606.347146,0.194882291300824,2567.313092
"26",2005,"CHN","NZL","New Zealand","China",2838.406553,"China","New Zealand",1353.438451,0.52316962854757,1484.968102
"27",2005,"CHN","PHL","Philippines","China",3134.145295,"China","Philippines",4687.630614,-0.495664741988294,1553.485319
"28",2005,"CHN","RUS","Russian Federation","China",7264.582912,"China","Russian Federation",13211.283269,-0.818587994525734,5946.700357
"29",2005,"CHN","SGP","Singapore","China",20549.164313,"China","Singapore",16632.262456,0.190611248094505,3916.901857
"30",2005,"CHN","THA","Thailand","China",11157.870682,"China","Thailand",7819.296435,0.299212487951292,3338.574247
"31",2005,"CHN","TUR","Turkey","China",6885.399526,"China","Turkey",4253.725596,0.382210780952147,2631.67393
"32",2005,"CHN","VNM","Viet Nam","China",5899.669182,"China","Viet Nam",5643.899032,0.0433533037378365,255.770149999999
"33",2005,"HKG","AUS","Australia","China, Hong Kong SAR",1058.263517,"China, Hong Kong SAR","Australia",3483.875943,-2.29206845651847,2425.612426
"34",2005,"HKG","CHN","China","China, Hong Kong SAR",12224.784359,"China, Hong Kong SAR","China",130425.877766,-9.6689716510197,118201.093407
"35",2005,"HKG","IDN","Indonesia","China, Hong Kong SAR",291.121898,"China, Hong Kong SAR","Indonesia",1264.921392,-3.34498881976924,973.799494
"36",2005,"HKG","IND","India","China, Hong Kong SAR",2101.176971,"China, Hong Kong SAR","India",2856.302398,-0.359382116509976,755.125427
"37",2005,"HKG","JPN","Japan","China, Hong Kong SAR",1571.071048,"China, Hong Kong SAR","Japan",15303.871393,-8.74104348271333,13732.800345
"38",2005,"HKG","KAZ","Kazakhstan","China, Hong Kong SAR",4.995671,"China, Hong Kong SAR","Kazakhstan",7.104293,-0.422089845388137,2.108622
"39",2005,"HKG","KHM","Cambodia","China, Hong Kong SAR",450.413242,"China, Hong Kong SAR","Cambodia",496.548619,-0.102428997857927,46.1353769999999
"40",2005,"HKG","KOR","Rep. of Korea","China, Hong Kong SAR",2043.014074,"China, Hong Kong SAR","Rep. of Korea",6539.746103,-2.2010284149418,4496.732029
"41",2005,"HKG","MYS","Malaysia","China, Hong Kong SAR",2831.494665,"China, Hong Kong SAR","Malaysia",2418.779429,0.14575878990752,412.715236
"42",2005,"HKG","NZL","New Zealand","China, Hong Kong SAR",134.782633,"China, Hong Kong SAR","New Zealand",468.353922,-2.47488331081943,333.571289
"43",2005,"HKG","PHL","Philippines","China, Hong Kong SAR",2021.357305,"China, Hong Kong SAR","Philippines",2635.449027,-0.303801668552607,614.091722
"44",2005,"HKG","RUS","Russian Federation","China, Hong Kong SAR",18.587429,"China, Hong Kong SAR","Russian Federation",503.451494,-26.0855906968091,484.864065
"45",2005,"HKG","SGP","Singapore","China, Hong Kong SAR",4270.214033,"China, Hong Kong SAR","Singapore",6046.392304,-0.415945958978586,1776.178271
"46",2005,"HKG","THA","Thailand","China, Hong Kong SAR",1501.821396,"China, Hong Kong SAR","Thailand",3000.544501,-0.997936977720352,1498.723105
"47",2005,"HKG","TUR","Turkey","China, Hong Kong SAR",120.309006,"China, Hong Kong SAR","Turkey",597.589062,-3.96711827209345,477.280056
"48",2005,"HKG","VNM","Viet Nam","China, Hong Kong SAR",1235.013538,"China, Hong Kong SAR","Viet Nam",1307.606456,-0.0587790463556846,72.5929180000001
"49",2005,"IDN","AUS","Australia","Indonesia",2991.135066,"Indonesia","Australia",2227.60792,0.255263346239009,763.527146
"50",2005,"IDN","CHN","China","Indonesia",8436.960169,"Indonesia","China",6662.353805,0.210337174581012,1774.606364
"51",2005,"IDN","HKG","China, Hong Kong SAR","Indonesia",1924.17127,"Indonesia","China, Hong Kong SAR",1492.335989,0.224426633809994,431.835281
"52",2005,"IDN","IND","India","Indonesia",3018.949039,"Indonesia","India",2878.3477,0.0465729421675078,140.601339
"53",2005,"IDN","JPN","Japan","Indonesia",20816.730737,"Indonesia","Japan",18049.139737,0.132950319383285,2767.591
"54",2005,"IDN","KAZ","Kazakhstan","Indonesia",22.402776,"Indonesia","Kazakhstan",4.247791,0.810389971314269,18.154985
"55",2005,"IDN","KHM","Cambodia","Indonesia",82.761003,"Indonesia","Cambodia",93.936045,-0.135027870553961,11.175042
"56",2005,"IDN","KOR","Rep. of Korea","Indonesia",8184.433394,"Indonesia","Rep. of Korea",7085.635813,0.13425456938846,1098.797581
"57",2005,"IDN","MYS","Malaysia","Indonesia",4371.637567,"Indonesia","Malaysia",3431.299664,0.215099694013586,940.337903
"58",2005,"IDN","NZL","New Zealand","Indonesia",412.218509,"Indonesia","New Zealand",275.261878,0.332242798442609,136.956631
"59",2005,"IDN","PHL","Philippines","Indonesia",1092.889476,"Indonesia","Philippines",1419.120413,-0.298503137018038,326.230937
"60",2005,"IDN","RUS","Russian Federation","Indonesia",349.181041,"Indonesia","Russian Federation",244.791141,0.298956380051573,104.3899
"61",2005,"IDN","SGP","Singapore","Indonesia",10568.739092,"Indonesia","Singapore",7836.584739,0.258512801689664,2732.154353
"62",2005,"IDN","THA","Thailand","Indonesia",3128.370148,"Indonesia","Thailand",2246.458723,0.281907633456934,881.911425
"63",2005,"IDN","TUR","Turkey","Indonesia",750.237615,"Indonesia","Turkey",565.888165,0.245721417207267,184.34945
"64",2005,"IDN","VNM","Viet Nam","Indonesia",699.991245,"Indonesia","Viet Nam",678.444864,0.0307809292671939,21.546381
"65",2005,"IND","AUS","Australia","India",995.38305,"India","Australia",826.594105,0.169571849751711,168.788945
"66",2005,"IND","CHN","China","India",9766.216269,"India","China",7183.792308,0.264424203792942,2582.423961
"67",2005,"IND","HKG","China, Hong Kong SAR","India",4584.694283,"India","China, Hong Kong SAR",4436.316018,0.0323638296996562,148.378264999999
"68",2005,"IND","IDN","Indonesia","India",1052.159258,"India","Indonesia",1390.065915,-0.321155428164279,337.906657
"69",2005,"IND","JPN","Japan","India",3192.177594,"India","Japan",2455.238945,0.230857659794726,736.938649
"70",2005,"IND","KAZ","Kazakhstan","India",100.944045,"India","Kazakhstan",90.256276,0.105878152594341,10.687769
"71",2005,"IND","KHM","Cambodia","India",16.766469,"India","Cambodia",21.350406,-0.273399068104322,4.583937
"72",2005,"IND","KOR","Rep. of Korea","India",2112.07634,"India","Rep. of Korea",1519.552447,0.280540945314505,592.523893
"73",2005,"IND","MYS","Malaysia","India",1100.864477,"India","Malaysia",1143.774703,-0.0389786634926544,42.910226
"74",2005,"IND","NZL","New Zealand","India",157.159911,"India","New Zealand",141.740121,0.0981152884465556,15.41979
"75",2005,"IND","PHL","Philippines","India",370.586723,"India","Philippines",482.109799,-0.300936512504254,111.523076
"76",2005,"IND","RUS","Russian Federation","India",784.394105,"India","Russian Federation",705.685224,0.100343539680222,78.708881
"77",2005,"IND","SGP","Singapore","India",4096.716512,"India","Singapore",5427.554724,-0.324854846094852,1330.838212
"78",2005,"IND","THA","Thailand","India",1271.444395,"India","Thailand",1059.266699,0.166879257035853,212.177696
"79",2005,"IND","TUR","Turkey","India",1280.473055,"India","Turkey",929.999072,0.273706644299516,350.473983
"80",2005,"IND","VNM","Viet Nam","India",595.986369,"India","Viet Nam",633.465398,-0.0628857150925881,37.4790290000001
"81",2005,"JPN","AUS","Australia","Japan",13765.147424,"Japan","Australia",12418.294285,0.0978451663112388,1346.853139
"82",2005,"JPN","CHN","China","Japan",100407.681253,"Japan","China",80074.348387,0.202507742557719,20333.332866
"83",2005,"JPN","HKG","China, Hong Kong SAR","Japan",33035.534679,"Japan","China, Hong Kong SAR",35960.293381,-0.0885337177200045,2924.75870200001
"84",2005,"JPN","IDN","Indonesia","Japan",6906.255171,"Japan","Indonesia",9214.098428,-0.334167099224895,2307.843257
"85",2005,"JPN","IND","India","Japan",3678.528244,"Japan","India",3517.896643,0.0436673556230006,160.631601
"86",2005,"JPN","KAZ","Kazakhstan","Japan",598.585892,"Japan","Kazakhstan",175.87249,0.706186710461262,422.713402
"87",2005,"JPN","KHM","Cambodia","Japan",100.361069,"Japan","Cambodia",78.107089,0.221739168601323,22.25398
"88",2005,"JPN","KOR","Rep. of Korea","Japan",48403.126687,"Japan","Rep. of Korea",46629.901958,0.0366345079413279,1773.224729
"89",2005,"JPN","MYS","Malaysia","Japan",16578.957466,"Japan","Malaysia",12531.236506,0.244148099680033,4047.72096
"90",2005,"JPN","NZL","New Zealand","Japan",2872.261738,"Japan","New Zealand",2445.019338,0.148747725302185,427.2424
"91",2005,"JPN","PHL","Philippines","Japan",8464.166151,"Japan","Philippines",9057.461491,-0.0700949543541162,593.295340000001
"92",2005,"JPN","RUS","Russian Federation","Japan",5833.520647,"Japan","Russian Federation",4488.231072,0.230613664784377,1345.289575
"93",2005,"JPN","SGP","Singapore","Japan",19246.683429,"Japan","Singapore",18435.543386,0.0421444061254632,811.140042999999
"94",2005,"JPN","THA","Thailand","Japan",26049.683776,"Japan","Thailand",22451.168347,0.138140464964698,3598.515429
"95",2005,"JPN","TUR","Turkey","Japan",3109.218062,"Japan","Turkey",2174.256415,0.300706360363347,934.961647
"96",2005,"JPN","VNM","Viet Nam","Japan",4074.117148,"Japan","Viet Nam",3591.65942,0.118420190307203,482.457728
"97",2005,"KAZ","AUS","Australia","Kazakhstan",6.899741,"Kazakhstan","Australia",5.836549,0.15409158111877,1.063192
"98",2005,"KAZ","CHN","China","Kazakhstan",2909.355347,"Kazakhstan","China",2422.506647,0.167339029418327,486.8487
"99",2005,"KAZ","HKG","China, Hong Kong SAR","Kazakhstan",0.8486,"Kazakhstan","China, Hong Kong SAR",16.336722,-18.2513810982795,15.488122
"100",2005,"KAZ","IDN","Indonesia","Kazakhstan",22.634075,"Kazakhstan","Indonesia",12.88479,0.43073485441751,9.749285
"101",2005,"KAZ","IND","India","Kazakhstan",23.485426,"Kazakhstan","India",19.770113,0.158196534310257,3.715313
"102",2005,"KAZ","JPN","Japan","Kazakhstan",334.379076,"Kazakhstan","Japan",137.282879,0.589439385256271,197.096197
"103",2005,"KAZ","KOR","Rep. of Korea","Kazakhstan",241.604904,"Kazakhstan","Rep. of Korea",187.527478,0.223825862408819,54.077426
"104",2005,"KAZ","MYS","Malaysia","Kazakhstan",10.150848,"Kazakhstan","Malaysia",5.061561,0.501365698708128,5.089287
"105",2005,"KAZ","NZL","New Zealand","Kazakhstan",4.559353,"Kazakhstan","New Zealand",2.862893,0.372083495180127,1.69646
"106",2005,"KAZ","PHL","Philippines","Kazakhstan",1.638034,"Kazakhstan","Philippines",18.615492,-10.3645333369149,16.977458
"107",2005,"KAZ","RUS","Russian Federation","Kazakhstan",3224.708694,"Kazakhstan","Russian Federation",2926.578211,0.0924519115648218,298.130483
"108",2005,"KAZ","SGP","Singapore","Kazakhstan",0.174145,"Kazakhstan","Singapore",0.191654,-0.10054265123891,0.017509
"109",2005,"KAZ","THA","Thailand","Kazakhstan",52.243896,"Kazakhstan","Thailand",24.581411,0.529487406528793,27.662485
"110",2005,"KAZ","TUR","Turkey","Kazakhstan",558.899941,"Kazakhstan","Turkey",156.975388,0.71913507859898,401.924553
"111",2005,"KAZ","VNM","Viet Nam","Kazakhstan",44.686104,"Kazakhstan","Viet Nam",50.937266,-0.139890512719569,6.251162
"112",2005,"KHM","AUS","Australia","Cambodia",6.855521,"Cambodia","Australia",5.246234,0.23474320915945,1.609287
"113",2005,"KHM","CHN","China","Cambodia",27.30492,"Cambodia","China",14.258878,0.477790888967996,13.046042
"114",2005,"KHM","HKG","China, Hong Kong SAR","Cambodia",8.902912,"Cambodia","China, Hong Kong SAR",541.695506,-59.8447557383472,532.792594
"115",2005,"KHM","IDN","Indonesia","Cambodia",0.732619,"Cambodia","Indonesia",1.195409,-0.63169259874505,0.46279
"116",2005,"KHM","IND","India","Cambodia",0.42482,"Cambodia","India",0.208199,0.509912433501248,0.216621
"117",2005,"KHM","JPN","Japan","Cambodia",105.456281,"Cambodia","Japan",62.917542,0.403377955268497,42.538739
"118",2005,"KHM","KAZ","Kazakhstan","Cambodia",0.066334,"Cambodia","Kazakhstan",0.00148,0.977688666445563,0.064854
"119",2005,"KHM","KOR","Rep. of Korea","Cambodia",5.96197,"Cambodia","Rep. of Korea",2.015273,0.661978674833989,3.946697
"120",2005,"KHM","MYS","Malaysia","Cambodia",7.995546,"Cambodia","Malaysia",8.559292,-0.0705075050534384,0.563745999999999
"121",2005,"KHM","NZL","New Zealand","Cambodia",0.522399,"Cambodia","New Zealand",0.3532,0.323888445421986,0.169199
"122",2005,"KHM","PHL","Philippines","Cambodia",1.541355,"Cambodia","Philippines",1.776688,-0.152679298409516,0.235333
"123",2005,"KHM","RUS","Russian Federation","Cambodia",5.602874,"Cambodia","Russian Federation",3.416633,0.39019992239697,2.186241
"124",2005,"KHM","SGP","Singapore","Cambodia",100.419752,"Cambodia","Singapore",69.639657,0.306514349886066,30.780095
"125",2005,"KHM","THA","Thailand","Cambodia",31.562044,"Cambodia","Thailand",15.24137,0.517098132174203,16.320674
"126",2005,"KHM","TUR","Turkey","Cambodia",9.422248,"Cambodia","Turkey",1.714676,0.818018375232747,7.707572
"127",2005,"KHM","VNM","Viet Nam","Cambodia",160.217546,"Cambodia","Viet Nam",46.115455,0.712169758236092,114.102091
"128",2005,"KOR","AUS","Australia","Rep. of Korea",4148.449571,"Rep. of Korea","Australia",3812.063148,0.0810872633842606,336.386423
"129",2005,"KOR","CHN","China","Rep. of Korea",76820.40402,"Rep. of Korea","China",61914.973037,0.194029583326839,14905.430983
"130",2005,"KOR","HKG","China, Hong Kong SAR","Rep. of Korea",13262.759314,"Rep. of Korea","China, Hong Kong SAR",15531.017278,-0.171024589250116,2268.257964
"131",2005,"KOR","IDN","Indonesia","Rep. of Korea",2869.093249,"Rep. of Korea","Indonesia",5045.580743,-0.75859768404481,2176.487494
"132",2005,"KOR","IND","India","Rep. of Korea",4412.447588,"Rep. of Korea","India",4597.836954,-0.0420150862537566,185.389366
"133",2005,"KOR","JPN","Japan","Rep. of Korea",24414.808131,"Rep. of Korea","Japan",24027.420422,0.0158669159684334,387.387709000002
"134",2005,"KOR","KAZ","Kazakhstan","Rep. of Korea",256.120592,"Rep. of Korea","Kazakhstan",272.557875,-0.0641779049144164,16.437283
"135",2005,"KOR","KHM","Cambodia","Rep. of Korea",150.914363,"Rep. of Korea","Cambodia",144.280401,0.0439584534442225,6.633962
"136",2005,"KOR","MYS","Malaysia","Rep. of Korea",5679.021506,"Rep. of Korea","Malaysia",4608.170923,0.188562515896202,1070.850583
"137",2005,"KOR","NZL","New Zealand","Rep. of Korea",720.37666,"Rep. of Korea","New Zealand",670.306083,0.0695061067081214,50.0705770000001
"138",2005,"KOR","PHL","Philippines","Rep. of Korea",2386.082672,"Rep. of Korea","Philippines",3219.714161,-0.349372424846141,833.631489
"139",2005,"KOR","RUS","Russian Federation","Rep. of Korea",4005.290295,"Rep. of Korea","Russian Federation",3864.169912,0.0352334968519429,141.120383
"140",2005,"KOR","SGP","Singapore","Rep. of Korea",8651.79626,"Rep. of Korea","Singapore",7406.632551,0.143919675357681,1245.163709
"141",2005,"KOR","THA","Thailand","Rep. of Korea",3872.390556,"Rep. of Korea","Thailand",3380.803834,0.12694657599511,491.586722
"142",2005,"KOR","TUR","Turkey","Rep. of Korea",3485.388789,"Rep. of Korea","Turkey",2782.024512,0.201803678034382,703.364277
"143",2005,"KOR","VNM","Viet Nam","Rep. of Korea",3594.073209,"Rep. of Korea","Viet Nam",3431.653995,0.0451908474188234,162.419214
"144",2005,"MYS","AUS","Australia","Malaysia",4832.41676,"Malaysia","Australia",4790.396365,0.00869552381074029,42.0203950000005
"145",2005,"MYS","CHN","China","Malaysia",20093.205062,"Malaysia","China",9284.400095,0.537933342821523,10808.804967
"146",2005,"MYS","HKG","China, Hong Kong SAR","Malaysia",7353.773065,"Malaysia","China, Hong Kong SAR",8245.964293,-0.121324280762259,892.191228000001
"147",2005,"MYS","IDN","Indonesia","Malaysia",2148.52604,"Malaysia","Indonesia",3312.084872,-0.541561428783055,1163.558832
"148",2005,"MYS","IND","India","Malaysia",2435.996334,"Malaysia","India",3997.779998,-0.641127263699733,1561.783664
"149",2005,"MYS","JPN","Japan","Malaysia",14669.457254,"Malaysia","Japan",13340.22985,0.090611900698477,1329.227404
"150",2005,"MYS","KAZ","Kazakhstan","Malaysia",30.748265,"Malaysia","Kazakhstan",48.360531,-0.57278893622128,17.612266
"151",2005,"MYS","KHM","Cambodia","Malaysia",92.617603,"Malaysia","Cambodia",109.27875,-0.179891796595081,16.661147
"152",2005,"MYS","KOR","Rep. of Korea","Malaysia",6011.638966,"Malaysia","Rep. of Korea",4840.807669,0.194760747214173,1170.831297
"153",2005,"MYS","NZL","New Zealand","Malaysia",665.105744,"Malaysia","New Zealand",537.147752,0.192387440875868,127.957992
"154",2005,"MYS","PHL","Philippines","Malaysia",1850.561674,"Malaysia","Philippines",1985.286544,-0.072802150770145,134.72487
"155",2005,"MYS","RUS","Russian Federation","Malaysia",672.993523,"Malaysia","Russian Federation",476.830796,0.291477882469903,196.162727
"156",2005,"MYS","SGP","Singapore","Malaysia",27336.003449,"Malaysia","Singapore",22078.782553,0.192318562799725,5257.220896
"157",2005,"MYS","THA","Thailand","Malaysia",8088.424495,"Malaysia","Thailand",7592.166747,0.0613540681880347,496.257748
"158",2005,"MYS","TUR","Turkey","Malaysia",785.562044,"Malaysia","Turkey",534.582753,0.319490093643068,250.979291
"159",2005,"MYS","VNM","Viet Nam","Malaysia",1256.459181,"Malaysia","Viet Nam",1159.582445,0.0771029711628968,96.8767359999999
"160",2005,"NZL","AUS","Australia","New Zealand",4355.64957,"New Zealand","Australia",4645.546341,-0.0665564954987875,289.896771000001
"161",2005,"NZL","CHN","China","New Zealand",1325.995069,"New Zealand","China",1103.823282,0.167550990342333,222.171787
"162",2005,"NZL","HKG","China, Hong Kong SAR","New Zealand",288.259518,"New Zealand","China, Hong Kong SAR",369.181356,-0.280725641121762,80.921838
"163",2005,"NZL","IDN","Indonesia","New Zealand",263.003653,"New Zealand","Indonesia",327.676863,-0.245902325927009,64.67321
"164",2005,"NZL","IND","India","New Zealand",206.485378,"New Zealand","India",165.886556,0.196618387186719,40.598822
"165",2005,"NZL","JPN","Japan","New Zealand",2507.787863,"New Zealand","Japan",2298.7896,0.0833396899648365,208.998263
"166",2005,"NZL","KAZ","Kazakhstan","New Zealand",4.656483,"New Zealand","Kazakhstan",1.758668,0.62231838922208,2.897815
"167",2005,"NZL","KHM","Cambodia","New Zealand",2.63212,"New Zealand","Cambodia",1.30216,0.505280914244031,1.32996
"168",2005,"NZL","KOR","Rep. of Korea","New Zealand",891.031145,"New Zealand","Rep. of Korea",762.483783,0.144268090651309,128.547362
"169",2005,"NZL","MYS","Malaysia","New Zealand",339.090896,"New Zealand","Malaysia",330.114618,0.0264715983409946,8.97627799999998
"170",2005,"NZL","PHL","Philippines","New Zealand",291.347474,"New Zealand","Philippines",355.400307,-0.219850311796422,64.052833
"171",2005,"NZL","RUS","Russian Federation","New Zealand",63.732151,"New Zealand","Russian Federation",90.921235,-0.426614880768735,27.189084
"172",2005,"NZL","SGP","Singapore","New Zealand",319.406594,"New Zealand","Singapore",301.675991,0.0555110737632423,17.730603
"173",2005,"NZL","THA","Thailand","New Zealand",253.030299,"New Zealand","Thailand",238.37229,0.0579298568508589,14.658009
"174",2005,"NZL","TUR","Turkey","New Zealand",27.269956,"New Zealand","Turkey",28.963556,-0.0621049773604328,1.6936
"175",2005,"NZL","VNM","Viet Nam","New Zealand",118.675651,"New Zealand","Viet Nam",107.715199,0.0923563671877393,10.960452
"176",2005,"PHL","AUS","Australia","Philippines",599.849507,"Philippines","Australia",455.055009,0.241384707848064,144.794498
"177",2005,"PHL","CHN","China","Philippines",12869.688589,"Philippines","China",4076.995776,0.683209446148938,8792.692813
"178",2005,"PHL","HKG","China, Hong Kong SAR","Philippines",5141.642939,"Philippines","China, Hong Kong SAR",3340.6993,0.350266181523345,1800.943639
"179",2005,"PHL","IDN","Indonesia","Philippines",322.231847,"Philippines","Indonesia",476.465905,-0.478643124309187,154.234058
"180",2005,"PHL","IND","India","Philippines",203.196166,"Philippines","India",86.120431,0.576170984446626,117.075735
"181",2005,"PHL","JPN","Japan","Philippines",7699.982119,"Philippines","Japan",7206.100322,0.0641406420647819,493.881797
"182",2005,"PHL","KAZ","Kazakhstan","Philippines",1.770511,"Philippines","Kazakhstan",0.018112,0.989770184991791,1.752399
"183",2005,"PHL","KHM","Cambodia","Philippines",6.037992,"Philippines","Cambodia",7.695329,-0.274484795607546,1.657337
"184",2005,"PHL","KOR","Rep. of Korea","Philippines",2316.026475,"Philippines","Rep. of Korea",1391.308902,0.399268999288965,924.717573
"185",2005,"PHL","MYS","Malaysia","Philippines",3219.655659,"Philippines","Malaysia",2458.94065,0.236272163724574,760.715009
"186",2005,"PHL","NZL","New Zealand","Philippines",85.124975,"Philippines","New Zealand",38.864075,0.543446855637843,46.2609
"187",2005,"PHL","RUS","Russian Federation","Philippines",73.181068,"Philippines","Russian Federation",36.434923,0.502126383288093,36.746145
"188",2005,"PHL","SGP","Singapore","Philippines",4648.113056,"Philippines","Singapore",2706.923126,0.417629671785677,1941.18993
"189",2005,"PHL","THA","Thailand","Philippines",1881.734542,"Philippines","Thailand",1169.151394,0.378684204437588,712.583148
"190",2005,"PHL","TUR","Turkey","Philippines",117.331793,"Philippines","Turkey",35.777729,0.695072170251417,81.554064
"191",2005,"PHL","VNM","Viet Nam","Philippines",209.929173,"Philippines","Viet Nam",311.566346,-0.48414982799937,101.637173
"192",2005,"RUS","AUS","Australia","Russian Federation",86.76252,"Russian Federation","Australia",36.007662,0.584985982426513,50.754858
"193",2005,"RUS","CHN","China","Russian Federation",15889.942926,"Russian Federation","China",13047.744851,0.178867733398176,2842.198075
"194",2005,"RUS","HKG","China, Hong Kong SAR","Russian Federation",454.995406,"Russian Federation","China, Hong Kong SAR",349.556753,0.231735643062735,105.438653
"195",2005,"RUS","IDN","Indonesia","Russian Federation",436.488862,"Russian Federation","Indonesia",202.44971,0.536185851175282,234.039152
"196",2005,"RUS","IND","India","Russian Federation",2036.952426,"Russian Federation","India",2314.004306,-0.136012936023278,277.05188
"197",2005,"RUS","JPN","Japan","Russian Federation",6184.259025,"Russian Federation","Japan",3740.270354,0.395195068822332,2443.988671
"198",2005,"RUS","KAZ","Kazakhstan","Russian Federation",6581.786028,"Russian Federation","Kazakhstan",6533.853087,0.00728266473508641,47.932941
"199",2005,"RUS","KHM","Cambodia","Russian Federation",3.231474,"Russian Federation","Cambodia",2.425837,0.249309448257978,0.805637
"200",2005,"RUS","KOR","Rep. of Korea","Russian Federation",3936.615521,"Russian Federation","Rep. of Korea",2359.156327,0.400714569554734,1577.459194
"201",2005,"RUS","MYS","Malaysia","Russian Federation",431.175093,"Russian Federation","Malaysia",150.097135,0.651888206353329,281.077958
"202",2005,"RUS","NZL","New Zealand","Russian Federation",22.309323,"Russian Federation","New Zealand",11.747629,0.473420641226988,10.561694
"203",2005,"RUS","PHL","Philippines","Russian Federation",379.427807,"Russian Federation","Philippines",197.991403,0.478184257064744,181.436404
"204",2005,"RUS","SGP","Singapore","Russian Federation",409.630178,"Russian Federation","Singapore",309.164009,0.245260662899695,100.466169
"205",2005,"RUS","THA","Thailand","Russian Federation",1599.616108,"Russian Federation","Thailand",546.673516,0.65824705486149,1052.942592
"206",2005,"RUS","TUR","Turkey","Russian Federation",12905.619879,"Russian Federation","Turkey",10841.448818,0.15994358119588,2064.171061
"207",2005,"RUS","VNM","Viet Nam","Russian Federation",766.561434,"Russian Federation","Viet Nam",738.799923,0.0362156374801396,27.7615109999999
"208",2005,"SGP","AUS","Australia","Singapore",6902.212946,"Singapore","Australia",8513.010639,-0.23337409401915,1610.797693
"209",2005,"SGP","CHN","China","Singapore",16514.595725,"Singapore","China",19757.037697,-0.196337956192991,3242.441972
"210",2005,"SGP","HKG","China, Hong Kong SAR","Singapore",17420.468985,"Singapore","China, Hong Kong SAR",21538.027505,-0.236363241629456,4117.55852
"211",2005,"SGP","IDN","Indonesia","Singapore",9470.718024,"Singapore","Indonesia",22432.270484,-1.36859237358285,12961.55246
"212",2005,"SGP","IND","India","Singapore",3159.415863,"Singapore","India",5923.772434,-0.874958122282492,2764.356571
"213",2005,"SGP","JPN","Japan","Singapore",6694.675784,"Singapore","Japan",12551.337365,-0.874823780861379,5856.661581
"214",2005,"SGP","KAZ","Kazakhstan","Singapore",34.200113,"Singapore","Kazakhstan",18.158044,0.469064795195267,16.042069
"215",2005,"SGP","KHM","Cambodia","Singapore",136.362529,"Singapore","Cambodia",303.041823,-1.22232474875851,166.679294
